age,education,education_num,marital_status,race,sex,income_over_50k
24,Some-college,10,Never-married,Other,Male,FALSE
44,Assoc-acdm,12,Never-married,Black,Female,FALSE
34,HS-grad,9,Divorced,White,Female,FALSE
70,9th,5,Widowed,White,Female,FALSE
66,10th,6,Divorced,White,Female,FALSE
78,HS-grad,9,Widowed,White,Female,FALSE
67,HS-grad,9,Widowed,White,Male,FALSE
65,Prof-school,15,Never-married,White,Male,FALSE
17,9th,5,Never-married,White,Male,FALSE
26,Bachelors,13,Never-married,White,Male,FALSE
21,HS-grad,9,Never-married,White,Female,FALSE
17,10th,6,Never-married,White,Male,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
17,11th,7,Never-married,White,Female,FALSE
64,HS-grad,9,Never-married,White,Male,FALSE
19,HS-grad,9,Never-married,White,Female,FALSE
17,10th,6,Never-married,Other,Female,FALSE
33,HS-grad,9,Never-married,White,Female,FALSE
33,Bachelors,13,Never-married,White,Female,FALSE
18,11th,7,Never-married,White,Male,FALSE
19,12th,8,Separated,White,Female,FALSE
18,HS-grad,9,Never-married,White,Female,FALSE
21,HS-grad,9,Never-married,White,Female,FALSE
26,11th,7,Never-married,Black,Male,FALSE
43,Some-college,10,Never-married,Other,Female,FALSE
18,HS-grad,9,Never-married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
62,9th,5,Never-married,Black,Female,FALSE
19,12th,8,Never-married,White,Male,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
17,11th,7,Never-married,White,Female,FALSE
22,Bachelors,13,Never-married,White,Female,FALSE
23,Some-college,10,Never-married,White,Male,FALSE
90,Bachelors,13,Widowed,White,Female,FALSE
72,Bachelors,13,Separated,White,Female,FALSE
67,HS-grad,9,Widowed,White,Female,FALSE
69,HS-grad,9,Widowed,White,Female,FALSE
65,HS-grad,9,Separated,White,Male,FALSE
54,HS-grad,9,Widowed,White,Male,FALSE
33,Bachelors,13,Divorced,White,Female,FALSE
55,Masters,14,Widowed,White,Female,FALSE
41,HS-grad,9,Widowed,White,Male,FALSE
25,9th,5,Never-married,White,Male,FALSE
48,HS-grad,9,Separated,White,Female,FALSE
40,Some-college,10,Divorced,White,Female,FALSE
43,Masters,14,Divorced,White,Female,FALSE
34,HS-grad,9,Never-married,Black,Male,FALSE
52,12th,8,Never-married,Black,Male,FALSE
56,HS-grad,9,Widowed,Black,Female,FALSE
18,Some-college,10,Never-married,White,Female,FALSE
18,9th,5,Never-married,White,Male,FALSE
57,Some-college,10,Divorced,White,Female,FALSE
20,Some-college,10,Never-married,White,Female,FALSE
21,HS-grad,9,Never-married,White,Male,FALSE
18,11th,7,Never-married,White,Male,FALSE
17,11th,7,Never-married,White,Male,FALSE
19,Some-college,10,Never-married,White,Female,FALSE
43,HS-grad,9,Divorced,White,Male,FALSE
20,Some-college,10,Never-married,Black,Female,FALSE
26,Assoc-voc,11,Divorced,White,Female,FALSE
43,Some-college,10,Divorced,White,Female,FALSE
49,HS-grad,9,Divorced,White,Female,FALSE
18,Some-college,10,Never-married,White,Male,FALSE
28,Doctorate,16,Never-married,White,Male,FALSE
38,HS-grad,9,Never-married,White,Male,FALSE
19,Some-college,10,Never-married,White,Female,FALSE
44,Assoc-voc,11,Never-married,White,Male,FALSE
18,12th,8,Never-married,White,Male,FALSE
18,11th,7,Never-married,White,Female,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
17,10th,6,Never-married,White,Male,FALSE
20,Some-college,10,Never-married,Other,Female,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
20,11th,7,Never-married,Black,Male,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
22,Some-college,10,Never-married,White,Female,FALSE
18,12th,8,Never-married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
24,HS-grad,9,Never-married,White,Female,FALSE
17,11th,7,Never-married,White,Male,FALSE
77,HS-grad,9,Never-married,White,Male,FALSE
90,HS-grad,9,Widowed,White,Male,FALSE
38,HS-grad,9,Never-married,Black,Female,FALSE
20,9th,5,Never-married,Black,Female,FALSE
39,Some-college,10,Divorced,White,Female,FALSE
33,9th,5,Divorced,White,Male,FALSE
38,10th,6,Widowed,Black,Male,FALSE
25,HS-grad,9,Never-married,White,Female,FALSE
50,Bachelors,13,Married,White,Male,FALSE
38,HS-grad,9,Divorced,White,Male,FALSE
53,11th,7,Married,Black,Male,FALSE
28,Bachelors,13,Married,Black,Female,FALSE
37,Masters,14,Married,White,Female,FALSE
49,9th,5,Married,Black,Female,FALSE
52,HS-grad,9,Married,White,Male,TRUE
37,Some-college,10,Married,Black,Male,TRUE
30,Bachelors,13,Married,Other,Male,TRUE
23,Bachelors,13,Never-married,White,Female,FALSE
32,Assoc-acdm,12,Never-married,Black,Male,FALSE
40,Assoc-voc,11,Married,Other,Male,TRUE
34,7th-8th,4,Married,Other,Male,FALSE
25,HS-grad,9,Never-married,White,Male,FALSE
32,HS-grad,9,Never-married,White,Male,FALSE
38,11th,7,Married,White,Male,FALSE
43,Masters,14,Divorced,White,Female,TRUE
40,Doctorate,16,Married,White,Male,TRUE
54,HS-grad,9,Separated,Black,Female,FALSE
35,9th,5,Married,Black,Male,FALSE
59,HS-grad,9,Divorced,White,Female,FALSE
56,Bachelors,13,Married,White,Male,TRUE
19,HS-grad,9,Never-married,White,Male,FALSE
54,Some-college,10,Married,Other,Male,TRUE
39,HS-grad,9,Divorced,White,Male,FALSE
49,HS-grad,9,Married,White,Male,FALSE
23,Assoc-acdm,12,Never-married,White,Male,FALSE
20,Some-college,10,Never-married,Black,Male,FALSE
30,Some-college,10,Married,White,Male,FALSE
22,Some-college,10,Married,Black,Male,FALSE
48,11th,7,Never-married,White,Male,FALSE
21,Some-college,10,Never-married,White,Male,FALSE
19,HS-grad,9,Married,White,Female,FALSE
31,Some-college,10,Married,White,Male,TRUE
48,Assoc-acdm,12,Married,White,Male,FALSE
31,9th,5,Married,White,Male,FALSE
53,Bachelors,13,Married,White,Male,FALSE
24,Bachelors,13,Married,White,Male,FALSE
49,HS-grad,9,Separated,White,Female,FALSE
25,HS-grad,9,Never-married,White,Male,FALSE
57,Bachelors,13,Married,Black,Male,TRUE
53,HS-grad,9,Married,White,Male,FALSE
44,Masters,14,Divorced,White,Female,FALSE
41,Assoc-voc,11,Married,White,Male,FALSE
29,Assoc-voc,11,Never-married,White,Male,FALSE
25,Some-college,10,Married,Other,Female,FALSE
18,HS-grad,9,Never-married,White,Female,FALSE
50,Bachelors,13,Divorced,White,Male,TRUE
47,HS-grad,9,Divorced,White,Male,FALSE
43,Some-college,10,Married,White,Male,TRUE
46,5th-6th,3,Married,White,Male,FALSE
35,Assoc-voc,11,Married,White,Male,FALSE
41,HS-grad,9,Married,White,Male,FALSE
32,7th-8th,4,Married,White,Male,FALSE
48,HS-grad,9,Married,White,Male,FALSE
42,Doctorate,16,Married,White,Male,TRUE
29,Some-college,10,Divorced,White,Male,FALSE
36,HS-grad,9,Married,White,Male,FALSE
28,Some-college,10,Divorced,White,Female,FALSE
53,HS-grad,9,Married,White,Female,TRUE
49,Some-college,10,Married,White,Male,TRUE
25,Some-college,10,Never-married,White,Male,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
31,Bachelors,13,Separated,Black,Female,FALSE
29,Bachelors,13,Married,White,Male,TRUE
23,Some-college,10,Never-married,White,Male,FALSE
79,Some-college,10,Married,White,Male,FALSE
27,HS-grad,9,Never-married,White,Male,FALSE
40,Assoc-acdm,12,Married,White,Male,FALSE
67,10th,6,Married,White,Male,FALSE
18,11th,7,Never-married,White,Female,FALSE
31,7th-8th,4,Married,White,Male,FALSE
18,HS-grad,9,Never-married,White,Male,FALSE
52,Bachelors,13,Married,White,Male,FALSE
46,HS-grad,9,Married,White,Female,FALSE
59,HS-grad,9,Married,White,Male,FALSE
53,HS-grad,9,Divorced,White,Female,FALSE
49,HS-grad,9,Married,White,Male,TRUE
33,Masters,14,Married,White,Male,FALSE
30,9th,5,Never-married,White,Male,FALSE
43,Doctorate,16,Never-married,White,Female,TRUE
57,Assoc-voc,11,Married,White,Male,FALSE
37,Some-college,10,Divorced,White,Female,FALSE
28,Some-college,10,Divorced,Black,Female,FALSE
34,Bachelors,13,Married,White,Male,TRUE
29,Some-college,10,Never-married,White,Male,FALSE
37,Some-college,10,Married,White,Male,TRUE
48,Assoc-acdm,12,Divorced,White,Female,FALSE
32,HS-grad,9,Never-married,Black,Male,FALSE
76,Masters,14,Married,White,Male,TRUE
47,Masters,14,Never-married,White,Female,FALSE
20,Some-college,10,Never-married,White,Female,FALSE
29,HS-grad,9,Never-married,White,Male,FALSE
30,11th,7,Never-married,White,Male,FALSE
31,HS-grad,9,Never-married,White,Female,FALSE
42,HS-grad,9,Married,White,Male,FALSE
24,Bachelors,13,Never-married,White,Male,FALSE
38,Prof-school,15,Married,White,Male,TRUE
36,HS-grad,9,Never-married,White,Female,FALSE
53,9th,5,Married,White,Male,FALSE
56,Some-college,10,Married,White,Male,FALSE
49,Assoc-voc,11,Married,Black,Male,TRUE
55,Some-college,10,Married,White,Male,FALSE
22,HS-grad,9,Never-married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
40,Bachelors,13,Married,White,Male,FALSE
30,Bachelors,13,Never-married,Black,Male,FALSE
29,Bachelors,13,Married,White,Male,TRUE
19,Some-college,10,Never-married,Black,Male,FALSE
47,Bachelors,13,Married,White,Female,TRUE
31,Assoc-acdm,12,Married,White,Male,TRUE
35,HS-grad,9,Married,White,Male,FALSE
39,Some-college,10,Divorced,White,Male,FALSE
28,Assoc-acdm,12,Never-married,White,Female,FALSE
37,Bachelors,13,Married,White,Male,FALSE
46,Assoc-acdm,12,Divorced,Black,Female,FALSE
38,Masters,14,Married,White,Male,TRUE
43,HS-grad,9,Married,White,Male,FALSE
27,Assoc-voc,11,Married,White,Female,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
49,Some-college,10,Married,Other,Male,TRUE
61,HS-grad,9,Married,White,Male,FALSE
27,Some-college,10,Never-married,White,Female,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
70,Some-college,10,Never-married,White,Male,FALSE
31,HS-grad,9,Never-married,Black,Female,FALSE
22,Some-college,10,Married,White,Male,FALSE
36,HS-grad,9,Widowed,White,Female,FALSE
43,Some-college,10,Divorced,White,Female,FALSE
47,Some-college,10,Divorced,White,Female,FALSE
34,HS-grad,9,Never-married,White,Female,FALSE
33,Bachelors,13,Never-married,Other,Female,FALSE
21,HS-grad,9,Never-married,White,Male,FALSE
52,HS-grad,9,Divorced,White,Male,TRUE
48,HS-grad,9,Married,White,Male,FALSE
23,Bachelors,13,Never-married,White,Male,FALSE
29,HS-grad,9,Divorced,White,Male,FALSE
42,Bachelors,13,Separated,Black,Male,FALSE
68,1st-4th,2,Divorced,White,Female,FALSE
25,HS-grad,9,Never-married,White,Female,FALSE
44,Masters,14,Divorced,Other,Female,FALSE
28,HS-grad,9,Never-married,Other,Female,FALSE
45,Masters,14,Married,White,Male,TRUE
36,Some-college,10,Divorced,White,Female,FALSE
39,Assoc-acdm,12,Never-married,White,Male,FALSE
46,Masters,14,Widowed,White,Male,FALSE
18,11th,7,Never-married,White,Male,FALSE
66,Assoc-voc,11,Widowed,White,Female,FALSE
28,HS-grad,9,Married,White,Male,FALSE
27,Bachelors,13,Never-married,White,Male,FALSE
28,Bachelors,13,Married,White,Male,TRUE
27,HS-grad,9,Married,White,Female,FALSE
21,HS-grad,9,Never-married,Black,Male,FALSE
34,HS-grad,9,Never-married,Black,Male,FALSE
18,HS-grad,9,Never-married,White,Male,FALSE
33,Bachelors,13,Married,White,Male,FALSE
44,Some-college,10,Married,Black,Male,TRUE
43,Some-college,10,Divorced,White,Female,FALSE
30,Some-college,10,Never-married,Black,Male,FALSE
40,7th-8th,4,Married,White,Male,TRUE
37,Some-college,10,Married,White,Male,TRUE
34,HS-grad,9,Married,Black,Male,FALSE
41,Bachelors,13,Divorced,White,Female,FALSE
53,Bachelors,13,Divorced,White,Female,FALSE
31,Masters,14,Married,White,Female,FALSE
58,Doctorate,16,Married,White,Male,TRUE
38,Some-college,10,Divorced,Black,Female,FALSE
24,Some-college,10,Married,White,Male,FALSE
41,Bachelors,13,Married,Black,Male,FALSE
47,Some-college,10,Married,White,Male,FALSE
41,Bachelors,13,Married,White,Male,FALSE
23,5th-6th,3,Married,White,Male,FALSE
36,Some-college,10,Divorced,White,Male,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
19,HS-grad,9,Never-married,White,Male,FALSE
51,Bachelors,13,Married,White,Male,TRUE
37,HS-grad,9,Divorced,White,Female,FALSE
18,11th,7,Never-married,White,Female,FALSE
35,HS-grad,9,Divorced,White,Male,FALSE
17,11th,7,Never-married,White,Female,FALSE
44,HS-grad,9,Married,Black,Male,FALSE
37,HS-grad,9,Married,White,Male,TRUE
35,Some-college,10,Never-married,Other,Female,FALSE
60,HS-grad,9,Married,Other,Male,FALSE
54,7th-8th,4,Married,White,Male,TRUE
37,Bachelors,13,Never-married,Black,Male,TRUE
50,Assoc-acdm,12,Divorced,White,Female,FALSE
38,Bachelors,13,Married,White,Male,FALSE
45,Bachelors,13,Married,White,Male,FALSE
25,10th,6,Never-married,White,Male,FALSE
31,Some-college,10,Married,White,Male,FALSE
64,1st-4th,2,Divorced,White,Male,FALSE
54,HS-grad,9,Married,Black,Male,FALSE
53,Preschool,1,Never-married,White,Female,FALSE
18,HS-grad,9,Never-married,White,Female,FALSE
60,10th,6,Divorced,Other,Female,FALSE
75,Assoc-voc,11,Widowed,White,Female,FALSE
65,HS-grad,9,Divorced,White,Female,FALSE
41,HS-grad,9,Divorced,Black,Female,FALSE
25,Some-college,10,Never-married,White,Male,FALSE
33,Some-college,10,Divorced,Other,Female,FALSE
28,Prof-school,15,Never-married,White,Male,TRUE
59,HS-grad,9,Married,White,Male,FALSE
40,Some-college,10,Never-married,White,Female,FALSE
41,Bachelors,13,Married,White,Male,TRUE
38,Masters,14,Married,White,Male,TRUE
23,HS-grad,9,Never-married,White,Male,FALSE
40,Bachelors,13,Married,White,Male,TRUE
41,HS-grad,9,Married,White,Female,FALSE
24,Assoc-acdm,12,Married,White,Male,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
56,HS-grad,9,Married,White,Male,FALSE
58,HS-grad,9,Married,White,Male,TRUE
32,HS-grad,9,Never-married,White,Female,FALSE
45,HS-grad,9,Married,White,Male,FALSE
41,Prof-school,15,Married,White,Female,TRUE
42,Bachelors,13,Married,Black,Female,FALSE
59,10th,6,Widowed,Black,Female,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
58,Some-college,10,Never-married,White,Male,FALSE
42,HS-grad,9,Married,Other,Male,TRUE
20,HS-grad,9,Never-married,White,Female,FALSE
32,HS-grad,9,Separated,White,Female,FALSE
45,Assoc-voc,11,Widowed,White,Female,FALSE
50,7th-8th,4,Divorced,White,Male,FALSE
36,Bachelors,13,Divorced,White,Female,FALSE
45,HS-grad,9,Married,White,Male,FALSE
17,11th,7,Never-married,White,Male,FALSE
26,11th,7,Married,White,Male,FALSE
37,Some-college,10,Married,Other,Male,TRUE
19,Some-college,10,Never-married,White,Male,FALSE
64,HS-grad,9,Married,White,Male,TRUE
33,Bachelors,13,Never-married,White,Female,FALSE
33,HS-grad,9,Married,White,Female,TRUE
61,HS-grad,9,Married,White,Male,TRUE
27,Masters,14,Never-married,White,Male,FALSE
30,HS-grad,9,Divorced,White,Female,FALSE
43,HS-grad,9,Married,Black,Male,FALSE
35,Some-college,10,Never-married,White,Female,FALSE
25,Some-college,10,Never-married,White,Female,FALSE
22,Bachelors,13,Never-married,White,Female,FALSE
34,Assoc-acdm,12,Divorced,Black,Female,FALSE
60,Bachelors,13,Divorced,White,Female,FALSE
21,HS-grad,9,Never-married,White,Male,FALSE
41,Prof-school,15,Married,White,Male,TRUE
50,Some-college,10,Divorced,White,Male,FALSE
25,Bachelors,13,Never-married,White,Female,FALSE
50,7th-8th,4,Married,White,Male,FALSE
36,Bachelors,13,Married,White,Male,FALSE
31,HS-grad,9,Divorced,White,Female,FALSE
29,Bachelors,13,Never-married,White,Male,FALSE
21,Some-college,10,Never-married,White,Male,FALSE
27,Bachelors,13,Never-married,Black,Female,FALSE
65,HS-grad,9,Married,White,Male,FALSE
37,Bachelors,13,Divorced,White,Female,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
38,HS-grad,9,Divorced,White,Male,FALSE
21,Some-college,10,Never-married,Other,Female,FALSE
31,HS-grad,9,Married,White,Male,TRUE
24,Some-college,10,Married,Other,Female,FALSE
43,HS-grad,9,Divorced,White,Female,FALSE
26,Assoc-acdm,12,Never-married,White,Male,FALSE
46,Assoc-acdm,12,Never-married,White,Female,FALSE
35,Assoc-acdm,12,Married,White,Male,TRUE
41,Some-college,10,Married,White,Male,TRUE
26,Bachelors,13,Never-married,White,Male,FALSE
19,Some-college,10,Never-married,Black,Female,FALSE
36,Bachelors,13,Divorced,Black,Female,TRUE
22,Some-college,10,Never-married,White,Male,FALSE
24,Some-college,10,Never-married,White,Male,FALSE
77,Some-college,10,Married,White,Male,FALSE
22,5th-6th,3,Married,White,Female,FALSE
29,Some-college,10,Never-married,White,Female,FALSE
62,HS-grad,9,Widowed,White,Female,FALSE
39,HS-grad,9,Married,White,Male,FALSE
35,HS-grad,9,Divorced,White,Male,FALSE
29,11th,7,Never-married,White,Female,FALSE
76,Masters,14,Married,White,Male,FALSE
63,HS-grad,9,Married,White,Male,FALSE
23,Assoc-voc,11,Never-married,Black,Female,FALSE
58,HS-grad,9,Married,White,Male,FALSE
41,Some-college,10,Never-married,Black,Male,FALSE
26,Bachelors,13,Never-married,White,Male,FALSE
47,Assoc-voc,11,Never-married,White,Male,FALSE
55,10th,6,Married,White,Male,FALSE
53,HS-grad,9,Married,White,Male,FALSE
17,5th-6th,3,Never-married,White,Male,FALSE
30,HS-grad,9,Never-married,White,Male,FALSE
49,Masters,14,Never-married,White,Male,FALSE
19,HS-grad,9,Never-married,Black,Male,FALSE
45,HS-grad,9,Married,Black,Male,FALSE
26,Assoc-acdm,12,Never-married,White,Male,FALSE
33,HS-grad,9,Never-married,White,Male,FALSE
22,Some-college,10,Never-married,Black,Female,FALSE
43,Bachelors,13,Never-married,White,Male,FALSE
67,11th,7,Married,White,Male,FALSE
30,Assoc-voc,11,Divorced,White,Female,FALSE
56,Assoc-acdm,12,Married,White,Male,FALSE
31,Bachelors,13,Never-married,White,Male,FALSE
33,Bachelors,13,Married,White,Male,TRUE
26,HS-grad,9,Married,White,Male,FALSE
33,Bachelors,13,Married,White,Male,TRUE
46,11th,7,Married,White,Male,FALSE
59,Bachelors,13,Married,White,Male,TRUE
38,HS-grad,9,Married,White,Male,TRUE
65,11th,7,Widowed,Other,Male,FALSE
40,Assoc-voc,11,Married,White,Male,TRUE
42,HS-grad,9,Married,White,Female,FALSE
26,9th,5,Married,White,Male,FALSE
36,10th,6,Married,White,Female,FALSE
62,Masters,14,Married,White,Male,TRUE
43,Bachelors,13,Married,White,Male,FALSE
22,HS-grad,9,Married,White,Male,FALSE
28,HS-grad,9,Married,White,Male,FALSE
56,Some-college,10,Married,White,Male,FALSE
22,Assoc-acdm,12,Never-married,White,Female,FALSE
57,Bachelors,13,Divorced,White,Female,TRUE
39,HS-grad,9,Divorced,White,Female,FALSE
26,Some-college,10,Never-married,White,Female,FALSE
17,11th,7,Never-married,White,Male,FALSE
40,Assoc-voc,11,Married,White,Male,TRUE
45,HS-grad,9,Married,Black,Male,FALSE
44,HS-grad,9,Never-married,Black,Male,FALSE
20,Some-college,10,Never-married,White,Female,FALSE
33,HS-grad,9,Married,White,Female,FALSE
23,Some-college,10,Never-married,White,Male,FALSE
46,Masters,14,Divorced,White,Male,FALSE
38,HS-grad,9,Married,White,Male,FALSE
54,HS-grad,9,Divorced,White,Male,FALSE
25,Some-college,10,Married,White,Male,FALSE
46,Some-college,10,Divorced,White,Female,FALSE
36,Some-college,10,Married,White,Female,FALSE
23,HS-grad,9,Never-married,White,Female,FALSE
29,HS-grad,9,Separated,White,Male,FALSE
19,Some-college,10,Never-married,White,Female,FALSE
19,HS-grad,9,Never-married,White,Female,FALSE
35,HS-grad,9,Married,White,Female,TRUE
27,Bachelors,13,Never-married,White,Male,FALSE
46,Assoc-acdm,12,Separated,White,Male,FALSE
34,HS-grad,9,Never-married,White,Female,FALSE
44,Some-college,10,Married,White,Male,FALSE
45,Some-college,10,Divorced,White,Female,FALSE
20,HS-grad,9,Never-married,White,Female,FALSE
25,Bachelors,13,Married,White,Male,TRUE
52,Bachelors,13,Married,White,Male,TRUE
20,Some-college,10,Never-married,White,Male,FALSE
28,Some-college,10,Never-married,White,Female,FALSE
50,Bachelors,13,Married,White,Male,TRUE
34,Assoc-voc,11,Divorced,White,Female,FALSE
28,HS-grad,9,Married,White,Male,FALSE
46,HS-grad,9,Married,White,Male,FALSE
32,Some-college,10,Married,White,Male,FALSE
41,Some-college,10,Divorced,Black,Female,FALSE
24,HS-grad,9,Never-married,Black,Female,FALSE
33,Some-college,10,Divorced,White,Female,FALSE
31,Some-college,10,Married,White,Male,FALSE
35,12th,8,Divorced,White,Male,TRUE
52,1st-4th,2,Married,White,Male,FALSE
30,11th,7,Never-married,White,Female,FALSE
34,11th,7,Separated,Black,Male,FALSE
34,HS-grad,9,Divorced,White,Female,FALSE
20,Some-college,10,Married,White,Male,FALSE
32,Bachelors,13,Married,White,Female,TRUE
29,HS-grad,9,Divorced,White,Male,FALSE
33,10th,6,Never-married,White,Female,FALSE
25,HS-grad,9,Married,White,Male,FALSE
23,HS-grad,9,Never-married,White,Male,FALSE
63,HS-grad,9,Married,White,Male,TRUE
47,Masters,14,Married,White,Male,FALSE
80,HS-grad,9,Widowed,White,Male,FALSE
17,11th,7,Never-married,White,Male,FALSE
30,Assoc-acdm,12,Married,White,Female,TRUE
33,Masters,14,Married,White,Male,TRUE
34,Some-college,10,Never-married,White,Female,FALSE
23,Some-college,10,Married,White,Male,FALSE
42,Some-college,10,Married,White,Female,FALSE
29,Bachelors,13,Never-married,White,Male,FALSE
45,HS-grad,9,Divorced,White,Female,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
44,Some-college,10,Married,White,Male,TRUE
27,9th,5,Never-married,White,Male,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
44,HS-grad,9,Widowed,Black,Female,FALSE
51,HS-grad,9,Married,Other,Male,FALSE
20,HS-grad,9,Married,White,Male,FALSE
17,11th,7,Never-married,White,Female,FALSE
19,HS-grad,9,Never-married,Black,Female,FALSE
45,Some-college,10,Married,White,Male,TRUE
60,HS-grad,9,Married,White,Male,TRUE
42,Assoc-acdm,12,Married,Black,Male,TRUE
44,HS-grad,9,Married,White,Female,TRUE
40,Assoc-voc,11,Married,Other,Male,TRUE
30,HS-grad,9,Married,White,Female,FALSE
38,Some-college,10,Married,Black,Male,FALSE
23,HS-grad,9,Married,White,Male,FALSE
32,Some-college,10,Married,White,Male,FALSE
44,Assoc-acdm,12,Never-married,White,Male,FALSE
54,HS-grad,9,Married,Black,Male,FALSE
32,Bachelors,13,Married,White,Male,FALSE
50,1st-4th,2,Married,White,Male,FALSE
24,Bachelors,13,Never-married,White,Female,FALSE
37,HS-grad,9,Married,White,Female,FALSE
52,HS-grad,9,Divorced,White,Male,FALSE
38,Some-college,10,Married,White,Male,FALSE
30,Bachelors,13,Married,White,Female,TRUE
60,Some-college,10,Never-married,White,Male,TRUE
22,Some-college,10,Never-married,White,Male,FALSE
35,HS-grad,9,Never-married,White,Male,FALSE
30,HS-grad,9,Never-married,White,Male,FALSE
67,Assoc-voc,11,Divorced,White,Female,FALSE
46,Bachelors,13,Never-married,White,Female,FALSE
17,9th,5,Never-married,White,Male,FALSE
22,Some-college,10,Never-married,White,Male,FALSE
27,10th,6,Never-married,White,Male,FALSE
23,HS-grad,9,Never-married,White,Female,FALSE
33,Assoc-acdm,12,Married,White,Male,FALSE
43,Some-college,10,Married,White,Male,FALSE
28,Bachelors,13,Never-married,White,Male,FALSE
41,HS-grad,9,Married,White,Female,FALSE
25,Some-college,10,Married,Black,Female,FALSE
63,1st-4th,2,Married,White,Male,FALSE
59,HS-grad,9,Married,White,Male,FALSE
45,Bachelors,13,Divorced,White,Female,FALSE
40,HS-grad,9,Never-married,White,Female,FALSE
46,HS-grad,9,Divorced,White,Male,FALSE
35,Assoc-acdm,12,Never-married,White,Female,FALSE
34,HS-grad,9,Divorced,White,Female,FALSE
33,Bachelors,13,Never-married,White,Male,FALSE
41,HS-grad,9,Divorced,White,Female,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
23,5th-6th,3,Never-married,White,Male,FALSE
26,Some-college,10,Never-married,White,Female,FALSE
72,HS-grad,9,Married,White,Male,FALSE
23,HS-grad,9,Never-married,White,Male,FALSE
62,HS-grad,9,Married,White,Male,FALSE
52,Some-college,10,Married,White,Male,FALSE
58,Some-college,10,Divorced,White,Female,FALSE
25,Bachelors,13,Never-married,White,Female,FALSE
24,Bachelors,13,Never-married,Black,Male,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
43,Some-college,10,Married,White,Male,FALSE
47,HS-grad,9,Separated,Black,Female,FALSE
39,HS-grad,9,Divorced,White,Female,FALSE
53,5th-6th,3,Widowed,Black,Female,FALSE
32,Assoc-voc,11,Never-married,White,Male,FALSE
34,Some-college,10,Married,White,Male,TRUE
28,HS-grad,9,Divorced,White,Male,FALSE
57,Assoc-voc,11,Widowed,White,Female,FALSE
25,Some-college,10,Never-married,Other,Female,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
34,Bachelors,13,Married,White,Male,TRUE
24,Some-college,10,Divorced,Black,Male,FALSE
37,Some-college,10,Married,White,Male,TRUE
44,Some-college,10,Divorced,White,Male,TRUE
28,Some-college,10,Married,White,Female,FALSE
42,Bachelors,13,Married,White,Male,TRUE
74,Some-college,10,Divorced,White,Female,FALSE
38,HS-grad,9,Married,White,Male,FALSE
44,Masters,14,Married,White,Male,FALSE
44,11th,7,Divorced,Other,Female,FALSE
26,HS-grad,9,Never-married,White,Male,FALSE
36,HS-grad,9,Married,Black,Male,FALSE
41,Assoc-acdm,12,Married,White,Female,TRUE
39,12th,8,Married,White,Male,FALSE
57,1st-4th,2,Widowed,Black,Female,FALSE
29,Assoc-voc,11,Separated,White,Male,FALSE
31,Bachelors,13,Never-married,White,Female,FALSE
34,HS-grad,9,Never-married,Black,Female,FALSE
44,Some-college,10,Married,White,Male,FALSE
29,Doctorate,16,Never-married,White,Male,FALSE
30,Some-college,10,Never-married,White,Female,FALSE
27,HS-grad,9,Never-married,White,Male,FALSE
27,Some-college,10,Married,White,Male,FALSE
32,HS-grad,9,Never-married,White,Female,FALSE
58,10th,6,Married,White,Female,FALSE
35,Some-college,10,Married,White,Male,FALSE
21,HS-grad,9,Never-married,White,Male,FALSE
28,Some-college,10,Never-married,White,Male,FALSE
46,Some-college,10,Divorced,White,Male,FALSE
36,HS-grad,9,Separated,White,Female,FALSE
72,11th,7,Widowed,White,Female,FALSE
35,HS-grad,9,Married,Black,Female,FALSE
33,Assoc-voc,11,Divorced,Black,Female,TRUE
69,11th,7,Never-married,White,Female,FALSE
35,HS-grad,9,Married,White,Male,FALSE
31,HS-grad,9,Separated,White,Female,FALSE
34,HS-grad,9,Married,White,Female,FALSE
30,11th,7,Married,White,Male,FALSE
28,Bachelors,13,Never-married,White,Male,FALSE
54,Bachelors,13,Married,White,Male,TRUE
47,Some-college,10,Married,White,Male,TRUE
24,HS-grad,9,Never-married,Black,Female,FALSE
52,Bachelors,13,Married,White,Male,TRUE
20,HS-grad,9,Never-married,Other,Male,FALSE
45,7th-8th,4,Separated,White,Female,FALSE
